codigo,titulo,endereco,bairro,modalidade,valor,area,quartos,tipo_imovel,numero_item
878770832161-9,SAO PAULO - COND ALL LIBERDADE,"RUA DOS ESTUDANTES,N. 388 Apto. 1102 PAV 11, , LIBERDADE",LIBERDADE,Leilão,"R$ 253.667,45","47,11 m²",2 quartos,Apartamento,553
178770068925-2,SAO PAULO - PATIO CENTRAL ARCOS SP CAMBUCI,"RUA JUNQUEIRA FREIRE,N. 231 Apto. 118 BL B, , LIBERDADE",LIBERDADE,Leilão,"R$ 371.402,47","91,99 m²",2 quartos,Apartamento,556
878771005548-3,SAO PAULO - PATIO CENTRAL ARCOS SP CAMBUCI,"RUA JUNQUEIRA FREIRE,N. 231 Apto. 155 BL A, , LIBERDADE",LIBERDADE,,"R$ 150.626,91","45,49 m²",1 quartos,Apartamento,485
144440181569-5,SAO PAULO - CONDOMINIO ECOWAY VILA NOVA CACHOEIRINHA,"AVENIDA DEPUTADO EMILIO CARLOS,N. 3555 Apto. 176 BL B, , LIMAO",LIMAO,Leilão,"R$ 260.000,00","88,4 m²",,Apartamento,569
144441462147-9,SAO PAULO - COND RES TEREZA,"RUA FLOCO DE NEVE,N. 73, , LIMOEIRO",LIMOEIRO,Venda Direta,,,2 quartos,Casa,
178770094339-6,SAO PAULO - VIVAZ JARDIM PIRITUBA,"AVENIDA NELSON PALMA TRAVASSOS,N. 174 Apto. 1204 TORRE 02, , LOTEAMENTO CITY JARAGUA",LOTEAMENTO CITY JARAGUA,Leilão,"R$ 272.613,07","84,39 m²",2 quartos,Apartamento,575
878771370746-5,SAO PAULO - VIVAZ JARDIM PIRITUBA 2,"AVENIDA NELSON PALMA TRAVASSOS,N. 222 Apto. 1508 TR. 3, , LOTEAMENTO CITY JARAGUA",LOTEAMENTO CITY JARAGUA,Leilão,"R$ 267.000,00","79,66 m²",2 quartos,Apartamento,554
160000009895-0,SAO PAULO - MOINHO VELHO,"RUA SUSSURANA,N. 341 LT 02",,,"R$ 649.423,27",,3 quartos,Casa,501
878771234627-2,SAO PAULO - PROJETO IMOBILIARIO A 20,"AVENIDA CASSANDOCA,N. 841 Apto. 404 TORRE B, , MOOCA",MOOCA,Leilão,"R$ 315.000,00","57,48 m²",2 quartos,Apartamento,564
878771489746-2,SAO PAULO - COND RES PLANO E ALTO DA MOOCA,"RUA FERNANDO FALCAO,N. 881 Apto. 1319 13° PAVIMENTO, , MOOCA",MOOCA,Leilão,"R$ 246.050,57","35,23 m²",1 quartos,Apartamento,554
878770756922-6,SAO PAULO - COND RES URBAN MOOCA 2,"RUA FREI GASPAR,N. 66 Apto. 112 01 PAVIMENTO TORRE 01, , MOOCA",MOOCA,Leilão,"R$ 245.000,00","47,33 m²",1 quartos,Apartamento,571
130860000127-0,SAO PAULO - MOOCA,"RUA GUAIMBE,N. 696",,Leilão,"R$ 1.700.000,00",,,Casa,499
144440267517-0,SAO PAULO - EDIFICIO DON GIOVANNI DE BOURBON SICILES,"RUA JUVENAL PARADA,N. 281 Apto. 33, , MOOCA",MOOCA,Leilão,"R$ 580.000,00","146,99 m²",3 quartos,Apartamento,553
155550409315-5,SAO PAULO - COND RES CONDE DE BRAGANCA,"RUA MARINA CRESPI,N. 77 Apto. 13 1 ANDAR 16 SUBDISTRITO, , MOOCA",MOOCA,Leilão,"R$ 395.000,00","104,27 m²",2 quartos,Apartamento,550
160000012237-1,SAO PAULO - RESID ILHAS D ITALIA,"RUA MARINA CRESPI,N. 232 Apto. 182 BL SARDENHA, , MOOCA",MOOCA,Leilão,"R$ 1.100.000,00",,,,572
855553412599-1,SAO PAULO - RES MONTE ALEGRE,"RUA SAO JOSE DE MOSSAMEDES,N. 29 Apto. 32 BL 06, , NUCLEO LAGEADO",NUCLEO LAGEADO,,"R$ 122.091,53","64,41 m²",2 quartos,Apartamento,502
844440289255-1,SAO PAULO - CONDOMINIO RESIDENCIAL PORTO DO SOL,"RUA IBIAJARA,N. 480 CASA 08, , PARADA XV DE NOVEMBRO",PARADA XV DE NOVEMBRO,Leilão,"R$ 159.000,00",,,Casa,471
844441767617-5,SAO PAULO - COND RES BERTIM,"RUA IBIAJARA,N. 726 CS 05, , PARADA XV DE NOVEMBRO",PARADA XV DE NOVEMBRO,,"R$ 189.186,75",,2 quartos,Casa,466
844441777518-1,SAO PAULO - EDIF RES JERIBATUBA,"RUA JERIBATUBA,N. 471 Apto. 41 4º ANDAR, , PARADA XV DE NOVEMBRO",PARADA XV DE NOVEMBRO,Leilão,"R$ 234.383,10","74,91 m²",2 quartos,Apartamento,528
844441560480-0,SAO PAULO - CONDOMÍNIO RESIDENCIAL BALDINI V,"RUA RENZO BALDINI,N. 754 CASA7, , PARADA XV DE NOVEMBRO",PARADA XV DE NOVEMBRO,Leilão,"R$ 290.000,00",,2 quartos,Casa,565
878770891856-9,SAO PAULO - CONDOMINIO RESIDENCIAL MY CLICK,"RUA 17 DE JANEIRO,N. 185 Apto. 608 TORRE B, , PARAISO DO MORUMBI",PARAISO DO MORUMBI,,,,1 quartos,,
878770591051-6,SAO PAULO - CONDOMINIO RESIDENCIAL CLICK,"RUA 17 DE JANEIRO,N. 110 Apto. 134 TR. A, , PARAISOPOLIS",PARAISOPOLIS,Leilão,"R$ 256.917,00","77,89 m²",2 quartos,Apartamento,555
178770098678-8,SAO PAULO - COND RES DEZ CANINDE,"RUA AZURITA,N. 48 Apto. 703 TORRE 3, , PARI",PARI,Leilão,"R$ 235.000,00","61,13 m²",2 quartos,Apartamento,570
144442010195-3,SAO PAULO - PARQUE BOTURUSSU,"RUA JOAO ANTONIO ANDRADE,N. 810 LT 02 QD 58",,Leilão,"R$ 779.816,96",,,,555
144441933802-3,SAO PAULO - CONDOMINIO RESIDENCIAL LORENA,"RUA CAMPO ERE,N. 225 Apto. 06, , PARQUE CISPER",PARQUE CISPER,Leilão,"R$ 183.875,68","48,56 m²",1 quartos,Apartamento,522
855553905434-0,SAO PAULO - PARQUE DAS FLORES  AZALEIA,"RUA ADERVAL ALVES RODRIGUES,N. 260 Apto. D011 TORRE D, , PARQUE DOM JOAO NERI",PARQUE DOM JOAO NERI,Leilão,"R$ 244.086,00",,,,566
878770743366-9,SAO PAULO - COND PARQUE DAS FLORES,"RUA ADERVAL ALVES RODRIGUES,N. 41 Apto. 308 3° PAVIMENTO, , PARQUE DOM JOAO NERI",PARQUE DOM JOAO NERI,Leilão,"R$ 197.287,54","66,37 m²",2 quartos,Apartamento,500
878771274358-1,SAO PAULO - RES SAN FELIPPO,"Número do item: 556ESTRADA VELHA DE ITAPECERICA,N. 27 Apto. 807 TORRE 2, , PARQUE ESMERALDA",PARQUE ESMERALDA,Leilão,"R$ 232.000,00","58,78 m²",2 quartos,Apartamento,556
878771118808-8,SAO PAULO - COND RES PLANO & SACOMA ANTONIO GOMES III,"RUA ANTONIO GOMES FERREIRA,N. 89 Apto. 1006 TORRE B, , PARQUE FONGARO",PARQUE FONGARO,Leilão,"R$ 210.000,00","45,63 m²",2 quartos,Apartamento,557
878771665764-7,SAO PAULO - ANTONIO GOMES I,"RUA ANTONIO GOMES FERREIRA,N. 51 Apto. 1703 PAVIMENTO 17 - TORRE B, , PARQUE FONGARO",PARQUE FONGARO,Leilão,"R$ 226.600,00","46,16 m²",2 quartos,Apartamento,501
144441570968-0,SAO PAULO - COND. RESID. GUARANI,"RUA LUIS ALBERTO LEITE MASCARENHAS,N. 39 Apto. 402, , PARQUE GUARANI",PARQUE GUARANI,Leilão,"R$ 262.600,24","47,1 m²",1 quartos,Apartamento,558
878770846629-3,SAO PAULO - CONQUISTA JARDIM AMARALINA,"RUA SAVERIO QUADRIO,N. 615 Apto. 204 BL 45, , PARQUE IPE",PARQUE IPE,Leilão,"R$ 234.866,12","73,41 m²",2 quartos,Apartamento,557
144440781356-2,SAO PAULO - PARQUE MANDAQUI,"RUA JOSE JERONIMO VASCONCELOS,N. 94 SOBRADO",,Leilão,"R$ 645.801,67",,3 quartos,Casa,571
155550866231-6,SAO PAULO - RESID. BARCELONA,"RUA RAUL DIAS,N. 300 Apto. 63 6º ANDAR, , PARQUE MANDAQUI",PARQUE MANDAQUI,Leilão,"R$ 558.319,00","168,8 m²",2 quartos,Apartamento,565
855553167606-7,SAO PAULO - CONDOMINIO RESIDENCIAL CERTTO JARAGUA ALEGRIA,"RUA FANI LERNER,N. 30 Apto. 02 TR 04 PV TERREO ED ARCO IRIS, , PARQUE NACOES UNIDAS",PARQUE NACOES UNIDAS,,"R$ 92.444,76","79,06 m²",,Apartamento,469
878770192683-3,SAO PAULO - VILA SUICA,"ESTRADA DO CORREDOR,N. 73 Apto. 24 BL 02, , PARQUE PANAMERICANO",PARQUE PANAMERICANO,Venda Direta,,,2 quartos,,
844442762380-5,SAO PAULO - CONDOMINIO RESIDENCIAL MS SAMPAIO MOREIRA,"RUA DOUTOR JOSE DE PORCIUNCULA,N. 110 Apto. 1 PNE, , PARQUE PAULISTANO",PARQUE PAULISTANO,Leilão,"R$ 197.000,00","43,86 m²",2 quartos,Apartamento,502
802680086211-0,SAO PAULO - ED KEY BISCAYNE INT DO RES EVERGLADES,"Número do item: 578R ARTUR DE OLIVEIRA,N. 365 Apto. 164, , PARQUE PERUCHE",PARQUE PERUCHE,Leilão,"R$ 400.000,00","100,79 m²",2 quartos,Apartamento,578
878770822077-4,SAO PAULO - SAN DONATO,"RUA DOMINGOS ATAIDE,N. 60 Apto. 1605 TO 02, , PARQUE REBOUCAS",PARQUE REBOUCAS,,"R$ 132.970,97","67,52 m²",2 quartos,Apartamento,503
855551624447-0,SAO PAULO - CONDOMINIO MORADA DOS PÁSSAROS,"RUA FORTE DO TRIUNFO,N. 501 Apto. 33 BL 1 - EDIFÍCIO ANDORINHA, , PARQUE SAO LOURENCO",PARQUE SAO LOURENCO,Venda Direta,,,2 quartos,,
878770924216-0,SAO PAULO - COND RES METROCASA CANGAIBA,"AV CANGAIBA,N. 3734 Apto. 212 TORRE B, , PENHA DE FRANCA",PENHA DE FRANCA,Leilão,"R$ 218.965,57","52,15 m²",2 quartos,Apartamento,579
855553603001-7,SAO PAULO - COND RES DEZ PENHA,"RUA HENRIQUE CASELA,N. 50 Apto. 72 TORRE II, , PENHA DE FRANCA",PENHA DE FRANCA,Leilão,"R$ 272.357,00","83,64 m²",2 quartos,Apartamento,552
878770750762-0,SAO PAULO - COND RES FACE UP,"RUA JARAUARA,N. 81 E 97 Apto. 39, , PENHA DE FRANCA",PENHA DE FRANCA,Leilão,"R$ 205.000,00","33,78 m²",,Apartamento,556
155553248492-9,SAO PAULO - EDIF RESID REMO E ROMULO,"RUA SEBASTIAO MARIANO,N. 60 Apto. 24 2 ANDAR 4 PAVIMENTO, , PENHA DE FRANCA",PENHA DE FRANCA,Leilão,"R$ 295.071,00","125,86 m²",2 quartos,Apartamento,573
844440975451-0,SAO PAULO - RESERVA DO BOSQUE CONDOMINIO CLUB,"RUA SERRA DOS DOIS IRMAOS,N. SN Apto. 65 TORRE 1 EDF EBANO, , PIRAJUSSARA",PIRAJUSSARA,,"R$ 150.406,17","109,73 m²",2 quartos,Apartamento,463
878771213637-5,SAO PAULO - GOLD LYNE PIRITUBA,"AV RAIMUNDO PEREIRA DE MAGALHAES,N. 5028 Apto. 1812 TORRE A, , PIRITUBA",PIRITUBA,Leilão,"R$ 270.000,00",,,,558
178770085388-5,SAO PAULO - SPAZIO CAMBURY,"AVENIDA APARECIDA DO RIO NEGRO,N. 302 Apto. 1802 PAV 07 TORRE 02, , PIRITUBA",PIRITUBA,Leilão,"R$ 318.000,00","91,64 m²",2 quartos,Apartamento,557
878770148259-5,SAO PAULO - SPAZIO JARDINS DA ORLA,"AVENIDA APARECIDA DO RIO NEGRO,N. 334 Apto. 703 TR. 2, , PIRITUBA",PIRITUBA,Leilão,"R$ 289.984,00","87,9 m²",2 quartos,Apartamento,557
878771066654-7,SAO PAULO - SPAZIO VILLA LOBOS,"AVENIDA APARECIDA DO RIO NEGRO,N. 198 Apto. 307 TORRE 1, , PIRITUBA",PIRITUBA,Leilão,"R$ 340.000,00","90,91 m²",2 quartos,Apartamento,572
144440715374-0,SAO PAULO - RESIDENCIAL PORTO SEGURO,"AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,N. 12011 Apto. 34 TIPO A BL C, , PIRITUBA",PIRITUBA,Leilão,"R$ 252.162,00","154,53 m²",2 quartos,Apartamento,551
178770105244-4,SAO PAULO - GOLD LYNE PIRITUBA,"AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,N. 5028 Apto. 1312 TR. B, , PIRITUBA",PIRITUBA,Leilão,"R$ 224.000,00","47,64 m²",2 quartos,Apartamento,558
855553865423-9,SAO PAULO - SPAZIO MARESIAS,"AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,N. 2500 Apto. 104 TORRE 2, , PIRITUBA",PIRITUBA,Leilão,"R$ 272.736,00",,,,573
878771144892-6,SAO PAULO - GOLD LYNE PIRITUBA,"AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,N. 5028 Apto. 104 TORRE B 31 SUBDISTRITO, , PIRITUBA",PIRITUBA,Leilão,"R$ 274.000,00","53,42 m²",2 quartos,Apartamento,552
878771595189-4,SAO PAULO - GOLD LYNE PIRITUBA,"AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,N. 5028 Apto. 1712 TORRE B, , PIRITUBA",PIRITUBA,Leilão,"R$ 245.368,72","47,64 m²",2 quartos,Apartamento,559
878771923404-6,SAO PAULO - COND RESIDENCIAL PLANO E ESTAÇÃO PIQUERI II,"RUA JOSE PERES CAMPELO,N. 02 Apto. 908 TORRE C, , PIRITUBA",PIRITUBA,Leilão,"R$ 264.000,00",,,,558
155552785978-2,SAO PAULO - PLANALTO PAULISTA,"RUA CAMPINA DA TABORDA,N. 651",,,,,,Casa,
144441797199-3,SAO PAULO - COND RES IN SAO PAULO-PAULISTA,"AV DOUTOR FRANCISCO MESQUITA,N. 1205 Apto. 31 TORRE A, , QUINTA DA PAINEIRA",QUINTA DA PAINEIRA,Leilão,"R$ 335.000,00","80,38 m²",2 quartos,Apartamento,580
144440629541-0,SAO PAULO - ED UNIVERSUM,"RUA SETE DE ABRIL,N. 277 Apto. 7-A 7º ANDAR, 8º PAV, , REPUBLICA",REPUBLICA,Leilão,"R$ 361.473,40",104 m²,,Apartamento,566
144440095978-2,SAO PAULO - RIO PEQUENO,"RUA PADRE PAULO CANELLES,N. 574 LT 04-B QD G",,Leilão,"R$ 599.496,75",,3 quartos,Casa,576
844441044536-4,SAO PAULO - ED MARIA TEREZA,"AVENIDA DUQUE DE CAXIAS,N. 186 Apto. 603, , SANTA CECILIA",SANTA CECILIA,Venda Direta,,,,,
155553535122-9,SAO PAULO - SANTA EFIGENIA,"RUA AURORA,N. 439 Apto. 1204 .",,Venda Direta,,,2 quartos,,
855551328039-4,SAO PAULO - ED YORK,"RUA VITORIA,N. 648 Apto. 801, , SANTA EFIGENIA",SANTA EFIGENIA,,"R$ 125.884,66","41,38 m²",1 quartos,Apartamento,470
844441114750-2,SAO PAULO - COND COSTA DO MARFIM,"RUA DOS TEXTEIS - AVENIDA DOIS,N. 2746 Apto. 22-B, , SANTA ETELVINA",SANTA ETELVINA,,,,,,
844441842943-0,SAO PAULO - COND RESD SANTA ADELAIDE,"RUA SANTA ADELAIDE,N. 10 SOBRADO 24, , SANTA ETELVINA",SANTA ETELVINA,,,,2 quartos,,
844442859757-3,SAO PAULO - RES SANTO EGIDIO,"Número do item: 581R SANTO EGIDIO,N. 323 Apto. 01, , SANTA TERESINHA",SANTA TERESINHA,Leilão,"R$ 226.613,98","45,03 m²",1 quartos,Apartamento,581
000001020782-5,SAO PAULO - SANTA TERESINHA,"RUA PROFESSOR ROCHA VAZ,N. 96",,,,,,Casa,
160000020487-4,SAO PAULO - COND ED MAISON DEBIEUX ROSA,"RUA VOLUNTARIOS DA PATRIA,N. 2888 Apto. 41 BL A, , SANTANA",SANTANA,,,,,,
160000003976-8,SAO PAULO - CONDOMINIO MAISON CRONER,"RUA DOUTOR GUILHERME CRISTOFEL,N. 280 Apto. 101 13 PAV, , SANTANA",SANTANA,Leilão,"R$ 1.473.000,00","344,66 m²",4 quartos,Apartamento,523
855552086679-0,SAO PAULO - CONDOMINIO RESIDENCIAL PREMMIO VILA NOVA,"RUA VINTE E DOIS DE AGOSTO,N. 505 Apto. 04 BL 05, , SANTANA",SANTANA,Venda Direta,,"71,31 m²",,Apartamento,
878771139184-3,SAO PAULO - MIRARI,"Número do item: 577ESTRADA DOS MIRANDAS,N. 315 Apto. 166 BL 02, , SANTO AMARO",SANTO AMARO,Leilão,"R$ 168.865,55",,,,577
878771138255-0,SAO PAULO - PROJ IMOBILIARIO E 69,"RUA ANTONIO DO CAMPO,N. 883 Apto. 101 TR A, , SANTO AMARO",SANTO AMARO,,"R$ 135.388,62","58,39 m²",2 quartos,Apartamento,471
878770797874-6,SAO PAULO - COND RES DEZ VILA DAS BELEZAS 2,"RUA JOAQUIM NUNES TEIXEIRA,N. 236 Apto. 125 TR 1., , SANTO AMARO",SANTO AMARO,Leilão,"R$ 211.000,00","57,56 m²",,Apartamento,559
878770839367-9,SAO PAULO - COND RES DEZ SÃO MIGUEL,"AVENIDA NORDESTINA,N. 2780 Apto. 504 TR 01, , SAO MIGUEL PAULISTA",SAO MIGUEL PAULISTA,Leilão,"R$ 191.192,54","52,98 m²",2 quartos,Apartamento,559
878770881666-9,SAO PAULO - COND RES DEZ SÃO MIGUEL,"AVENIDA NORDESTINA,N. 2780 Apto. 511 TORRE 01, , SAO MIGUEL PAULISTA",SAO MIGUEL PAULISTA,Leilão,"R$ 212.000,00","53,49 m²",2 quartos,Apartamento,560
878770884573-1,SAO PAULO - CONS RESIDENCIAL DEZ SAO MIGUEL,"AVENIDA NORDESTINA,N. 2780 Apto. 1810 TORRE 1, , SAO MIGUEL PAULISTA",SAO MIGUEL PAULISTA,Leilão,"R$ 200.000,00","52,98 m²",1 quartos,Apartamento,503
878771202725-8,SAO PAULO - COND RES DEZ NORDESTINA,"AVENIDA NORDESTINA,N. 2800 Apto. 809 TR. 1, , SAO MIGUEL PAULISTA",SAO MIGUEL PAULISTA,Leilão,"R$ 220.000,00","54,06 m²",2 quartos,Apartamento,560
144441867339-2,SAO PAULO - RES TIBURCIO DE SOUZA I (PAR),"RUA SEARA,N. 02 LT 02, , SAO MIGUEL PAULISTA",SAO MIGUEL PAULISTA,Leilão,"R$ 373.924,94",,2 quartos,Casa,567
144441290949-1,SAO PAULO - RESIDENCIAL LAZÚLI,"AVENIDA SAPOPEMBA,N. 6094 Apto. 203 2° PAVIMENTO, , SAPOPEMBA",SAPOPEMBA,Leilão,"R$ 439.635,35","94,89 m²",,Apartamento,504
000001021055-2,SAO PAULO - SAUDE,"AVENIDA MIGUEL ESTEFNO,N. 434",,,,,,,
144441123285-4,SAO PAULO - SAUDE,"RUA ITAPIRU,N. 919",,Leilão,"R$ 650.483,99",,3 quartos,Casa,505
844440315665-4,SAO PAULO - EDIFICIO PARQUE ESPLANADA,"Número do item: 496PRACA DOUTOR MARIO MARGARIDO,N. 33 Apto. 1810, , SE",,,"R$ 104.375,14","32,33 m²",1 quartos,Apartamento,496
878771531881-4,SAO PAULO - MUNDO APTO PRACA DA SE,,,Leilão,"R$ 240.000,00",,,,567
855553983289-0,SAO PAULO - NEW IN PLACE,"RUA FRANCISCO ROSSANO,N. 110 Apto. 162 TORRE B, , SITIO DA FIGUEIRA",SITIO DA FIGUEIRA,Leilão,"R$ 289.000,00",,2 quartos,,560
144440294120-1,SAO PAULO - SUMARE,"RUA CAPITAL FEDERAL,N. 770 PARTE LT 2 QD 61",,Leilão,"R$ 959.671,55",,,Casa,553
178770166587-0,SAO PAULO - COND RES PLANO & ALTO DO JARAGUA II,"AVENIDA DOUTOR FELIPE PINEL,N. 3581 Apto. 810 TR. B, QD 9., , TAIPAS",TAIPAS,Leilão,"R$ 219.533,45","40,64 m²",2 quartos,Apartamento,561
878771272714-4,SAO PAULO - COND RES PLANO & ALTO DO JARAGUA II,"AVENIDA DOUTOR FELIPE PINEL,N. 3581 Apto. 108 TR. B, , TAIPAS",TAIPAS,Leilão,"R$ 220.007,84","45,22 m²",,Apartamento,562
878771391465-7,SAO PAULO - COND RES PLANO E ALTO DO JARAGUA II,"AVENIDA DOUTOR FELIPE PINEL,N. 3581 Apto. 1005 TORRE A, , TAIPAS",TAIPAS,,"R$ 156.137,65","45,54 m²",2 quartos,Apartamento,464
878771463867-0,SAO PAULO - COND RES PLANO & ALTO DO JARAGUA II,"AVENIDA DOUTOR FELIPE PINEL,N. 3581 Apto. 1110 11º PAVIMENTO, TORRE A, QUADRA 9, , TAIPAS",TAIPAS,Leilão,"R$ 198.736,04","45,67 m²",2 quartos,Apartamento,472
178770129569-0,SAO PAULO - COND RES DEZ TATUAPE,"AVENIDA CELSO GARCIA,N. 6011 Apto. 601 TORRE 1, , TATUAPE",TATUAPE,Leilão,"R$ 241.415,43",,,,554
878771064111-0,SAO PAULO - CONDOMINIO RESIDENCIAL DEZ TATUAPE,"AVENIDA CELSO GARCIA,N. 6011 Apto. 1310 TORRE 2 - 13PAV, , TATUAPE",TATUAPE,Leilão,"R$ 297.951,75","54,61 m²",2 quartos,Apartamento,568
855552026460-9,SAO PAULO - COND TORRES DE ESPANHA,"Número do item: 568ESTRADA VELHA DA PENHA,N. 265 Apto. 54 BL B, 5º ANDAR, , TATUAPE",TATUAPE,Leilão,"R$ 400.000,00","103,18 m²",3 quartos,Apartamento,568
144440394151-5,SAO PAULO - COND EDIF IMAGINARE TATUAPE,"RUA DUARTE DE CARVALHO,N. 185 Apto. 155 12º PAV, 15º ANDAR, , TATUAPE",TATUAPE,Leilão,"R$ 919.000,00","144,48 m²",3 quartos,Apartamento,569
178770148466-2,SAO PAULO - OURO PRETO,"RUA ESTADO DO CEARA,N. 1084 Apto. 65 BL07, SUBCONDOMINIO 03, , TATUAPE",TATUAPE,Leilão,"R$ 220.000,00","67,86 m²",2 quartos,Apartamento,554
878771324369-8,SAO PAULO - OURO PRETO,"RUA ESTADO DO CEARA,N. 1084 Apto. 24 BL03, , TATUAPE",TATUAPE,Leilão,"R$ 191.024,96","67,86 m²",2 quartos,Apartamento,555
144441087160-8,SAO PAULO - CONDOMINIO PRAIAS,"RUA ICARAI,N. 222 Apto. 82, , TATUAPE",TATUAPE,Leilão,"R$ 555.000,00",,3 quartos,,506
878771028333-8,SAO PAULO - VIVA BENX TATUAPE 1,"RUA ULISSES CRUZ,N. 220 Apto. 110, , TATUAPE",TATUAPE,Leilão,"R$ 244.000,00","41,59 m²",1 quartos,Apartamento,574
844442154809-7,SAO PAULO - COND ED PAULO MALDI,"RUA PAULO MALDI,N. 339 Apto. 35, , TUCURUVI",TUCURUVI,Leilão,"R$ 362.000,00","56,32 m²",2 quartos,Apartamento,561
878770722511-0,SAO PAULO - BELA MARAJOARA,"RUA MIGUEL YUNES,N. 735 Apto. 153 BL 02, , USINA PIRATININGA",USINA PIRATININGA,Leilão,"R$ 255.000,00","69,75 m²",2 quartos,Apartamento,570
878770956097-8,SAO PAULO - COND RES URBAN BARRA FUNDA,"RUA DOUTOR BENTO TEOBALDO FERRAZ,N. 330 Apto. 901 TR 02 PV 09, , VARZEA DA BARRA FUNDA",VARZEA DA BARRA FUNDA,,"R$ 156.137,65","43,98 m²",1 quartos,Apartamento,472
878771011128-6,SAO PAULO - COND RES EXCLUSIVO CANTAREIRA,"AVENIDA SENADOR JOSE ERMIRIO DE MORAES,N. 132 Apto. 09, , VILA ALBERTINA",VILA ALBERTINA,Leilão,"R$ 305.000,00","63,58 m²",2 quartos,Apartamento,563
000001021541-9,SAO PAULO - VILA ANADIR,"RUA GENERAL ROQUE DA SILVA PALMEIRO,N. 41",,Leilão,"R$ 805.042,00",,,Casa,555
155553352941-1,SAO PAULO - EQUILIBRIUM JARDIM SUL RESIDENCIAL,"RUA CASCADO,N. 63 Apto. 103, , VILA ANDRADE",VILA ANDRADE,Leilão,"R$ 374.460,39","96,49 m²",,Apartamento,564
144440829841-6,SAO PAULO - COND RES STUDIO 38,"RUA FRANCISCO JOSE DA SILVA,N. 97 Apto. 14, , VILA ANDRADE",VILA ANDRADE,,,,,,
144440132452-7,SAO PAULO - CONDOMÍNIO EDIFÍCIO VILLA RÉGGIO,"RUA JAMANARI,N. 215 Apto. 121 TIPO B, 12º ANDAR, , VILA ANDRADE",VILA ANDRADE,Leilão,"R$ 1.423.728,22",,3 quartos,,473
144441744748-8,SAO PAULO - COND RES PLENO MORUMBI,"RUA NICOLA ROLLO,N. 201 Apto. 183 18 ANDAR, , VILA ANDRADE",VILA ANDRADE,,"R$ 407.881,15","99,87 m²",3 quartos,Apartamento,473
144440554369-0,SAO PAULO - COND ED ART POMPEIA,"RUA PROFESSOR CIRIDIAO BUARQUE,N. 96 Apto. 74C TORRE 2, , VILA ANGLO BRASILEIRA",VILA ANGLO BRASILEIRA,Leilão,"R$ 740.000,00","116,41 m²",2 quartos,Apartamento,575
155550921739-1,SAO PAULO - VILA ANTONIETA,"RUA HUMBERTO MAURO,N. 48",,Leilão,"R$ 1.050.742,00",,1 quartos,Casa,565
144440616931-7,SAO PAULO - VILA ANTONIO,"AVENIDA JOAO JOSE GOMES,N. 163",,,"R$ 263.210,81",,,Casa,474
144440227411-6,SAO PAULO - VILA ANTONIO,"RUA JOSE LOPES DA SILVA,N. 27 QD 18, LT 21-C",,Leilão,"R$ 380.000,00",,2 quartos,,571
844441659631-3,SAO PAULO - COND RESID ADONAI,"RUA RAIMUNDO MATTIUZZO,N. 617 Apto. 01 TERREO, , VILA ARAGUAIA",VILA ARAGUAIA,Leilão,"R$ 198.660,76","45,16 m²",2 quartos,Apartamento,574
144440350889-7,SAO PAULO - VILA AURORA (ZONA NORTE),"RUA ALBERTINA VIEIRA DA SILVA GORDO,N. 100 LT A",,Leilão,"R$ 651.596,00",,,Casa,575
878771068220-8,SAO PAULO - PROJ IMOB E 87,"RUA DOUTOR MORAIS DANTAS,N. 189 Apto. 104 1 ANDAR TORRE B, , VILA BARBOSA",VILA BARBOSA,Leilão,"R$ 250.466,17","75,58 m²",,Apartamento,576
000001021418-6,SAO PAULO - CONJUNTO RESIDENCIAL ALPINA I,"RUA DOUTOR VICENTE GIACAGLINI,N. 737 Apto. 23 BL A, VAGA 71, VILA BELA",VILA BELA,Leilão,"R$ 570.000,00",,,,529
844441587208-2,SAO PAULO - COND RES VILLA BELA,"RUA IPOMEIAS,N. 289 CASA 13 LT95 QD29, , VILA BELA",VILA BELA,Leilão,"R$ 251.539,38",,1 quartos,Casa,569
000001021040-6,SAO PAULO - VILA BRASILIO MACHADO,"RUA SAO DANIEL,N. 206 Apto. 81",,Venda Direta,,,,,
155552123588-4,SAO PAULO - ED RIO VERDE,"RUA RIO VERDE,N. 879 Apto. 52 PAV 7, , VILA BRUNA",VILA BRUNA,Venda Direta,,,2 quartos,,
144440403042-7,SAO PAULO - ED. ITAI,"RUA MAJOR SERTORIO,N. 332 Apto. 102 PAV 02, , VILA BUARQUE",VILA BUARQUE,Leilão,"R$ 471.314,78",,,,572
144440767850-9,SAO PAULO - COND. RESID. ENTRE RIOS,"RUA ENTRE-RIOS,N. 682 CASA 07, , VILA BUENOS AIRES",VILA BUENOS AIRES,Leilão,"R$ 244.896,34",,2 quartos,Casa,561
878770386603-0,SAO PAULO - VILA NOVA IPIRANGA,"AV CARIOCA,N. 745 Apto. 153B BL B, , VILA CARIOCA",VILA CARIOCA,Leilão,"R$ 260.000,00","67,16 m²",1 quartos,Apartamento,582
